"assessmentId","internalTaxonId","scientificName","kingdomName","phylumName","orderName","className","familyName","genusName","speciesName","infraType","infraName","infraAuthority","authority","redlistCategory","redlistCriteria","criteriaVersion","populationTrend","scopes","valid"
3465107,132859,"Oulastrea crispata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Oulastrea","crispata",NA,NA,NA,"(Lamarck, 1816)","Least Concern","",3.1,"Unknown","Global","Oulastrea crispata"
3466085,132861,"Calathiscus tantillus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Calathiscus","tantillus",NA,NA,NA,"Claereboudt &amp; Al-Amri, 2004","Data Deficient","",3.1,"Unknown","Global","Goniopora tantillus"
3466788,132863,"Acropora prostrata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","prostrata",NA,NA,NA,"(Dana, 1846)","Data Deficient","",3.1,"Decreasing","Global","Acropora millepora"
3467805,132865,"Alveopora japonica","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","japonica",NA,NA,NA,"Eguchi, 1968","Vulnerable","A4cd",3.1,"Unknown","Global","Alveopora japonica"
3468128,132866,"Montipora angulata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","angulata",NA,NA,NA,"(Lamarck, 1816)","Vulnerable","A4ce",3.1,"Decreasing","Global","Montipora angulata"
3468654,132867,"Acropora pectinatus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","pectinatus",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora pectinata"
3469001,132868,"Goniastrea columella","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Goniastrea","columella",NA,NA,NA,"Crossland, 1948","Near Threatened","",3.1,"Decreasing","Global","Goniastrea columella"
3470090,132870,"Moseleya latistellata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Moseleya","latistellata",NA,NA,NA,"Quelch, 1884","Vulnerable","A4c",3.1,"Decreasing","Global","Moseleya latistellata"
3470484,132871,"Pectinia elongata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Pectinia","elongata",NA,NA,NA,"Rehberg, 1892","Near Threatened","",3.1,"Unknown","Global","Pectinia elongata"
3470903,132872,"Favia vietnamensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","vietnamensis",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Decreasing","Global","Dipsastraea vietnamensis"
3471788,132874,"Scolymia lacera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Scolymia","lacera",NA,NA,NA,"(M. Edwards &amp; Haime, 1849)","Least Concern","",3.1,"Unknown","Global","Scolymia lacera"
3472248,132875,"Pocillopora kelleheri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Pocillopora","kelleheri",NA,NA,NA,"Veron, 2002","Least Concern","",3.1,"Stable","Global","Pocillopora kelleheri"
3472602,132876,"Leptoseris tubulifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","tubulifera",NA,NA,NA,"Vaughan, 1907","Least Concern","",3.1,"Unknown","Global","Leptoseris tubulifera"
3472961,132877,"Fungia fralinae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","fralinae",NA,NA,NA,"Nemenzo, 1955","Least Concern","",3.1,"Unknown","Global","Heliofungia fralinae"
3473842,132879,"Goniopora tenella","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","tenella",NA,NA,NA,"(Quelch, 1886)","Near Threatened","",3.1,"Unknown","Global","Goniopora tenella"
3475620,132882,"Acropora japonica","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","japonica",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora japonica"
3476602,132884,"Colpophyllia natans","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Colpophyllia","natans",NA,NA,NA,"(Houttuyn, 1772)","Least Concern","",3.1,"Stable","Global","Colpophyllia natans"
3477764,132886,"Acropora seriata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","seriata",NA,NA,NA,"Ehrenberg, 1834","Data Deficient","",3.1,"Decreasing","Global","Acropora seriata"
3479415,132889,"Porites nodifera","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","nodifera",NA,NA,NA,"Klunzinger, 1879","Least Concern","",3.1,"Unknown","Global","Porites nodifera"
3479919,132890,"Catalaphyllia jardinei","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Catalaphyllia","jardinei",NA,NA,NA,"(Saville-Kent, 1893)","Vulnerable","A4cd",3.1,"Unknown","Global","Catalaphyllia jardinei"
3480480,132891,"Porites duerdeni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","duerdeni",NA,NA,NA,"Vaughan, 1907","Least Concern","",3.1,"Unknown","Global","Porites duerdeni"
3480772,132892,"Montipora hodgsoni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","hodgsoni",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora hodgsoni"
3481145,132893,"Platygyra crosslandi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Platygyra","crosslandi",NA,NA,NA,"Matthai, 1928","Near Threatened","",3.1,"Decreasing","Global","Platygyra crosslandi"
3481551,132894,"Favia veroni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","veroni",NA,NA,NA,"Moll &amp; Borel-Best, 1984","Near Threatened","",3.1,"Decreasing","Global","Dipsastraea veroni"
3482552,132896,"Alveopora marionensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","marionensis",NA,NA,NA,"Veron &amp; Pichon, 1982","Vulnerable","A4c",3.1,"Unknown","Global","Alveopora marionensis"
3483414,132898,"Goniopora cellulosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","cellulosa",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Unknown","Global","Goniopora cellulosa"
3483734,132899,"Favia rosaria","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favia","rosaria",NA,NA,NA,"Veron, 2002","Vulnerable","A4c",3.1,"Decreasing","Global","Dipsastraea rosaria"
3484188,132900,"Symphyllia radians","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Symphyllia","radians",NA,NA,NA,"Milne Edwards &amp; Haime, 1849","Least Concern","",3.1,"Unknown","Global","Lobophyllia radians"
3484796,132901,"Leptoseris amitoriensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","amitoriensis",NA,NA,NA,"Veron, 1990","Near Threatened","",3.1,"Unknown","Global","Leptoseris amitoriensis"
3485139,132902,"Fungia puishani","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","puishani",NA,NA,NA,"Veron &amp; DeVantier, 2000","Data Deficient","",3.1,"Unknown","Global","Fungia puishani"
3486545,132905,"Alveopora catalai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Alveopora","catalai",NA,NA,NA,"Wells, 1968","Near Threatened","",3.1,"Unknown","Global","Alveopora catalai"
3487497,132907,"Echinomorpha nishihirai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Echinomorpha","nishihirai",NA,NA,NA,"(Veron, 1990)","Near Threatened","",3.1,"Unknown","Global","Echinomorpha nishihirai"
3487914,132908,"Acropora rosaria","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","rosaria",NA,NA,NA,"(Dana, 1846)","Data Deficient","",3.1,"Decreasing","Global","Acropora loripes"
3488412,132909,"Acropora turaki","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","turaki",NA,NA,NA,"Wallace, 1994","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora turaki"
3488908,132910,"Acropora divaricata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","divaricata",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Acropora divaricata"
3490281,132912,"Enigmopora darveliensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Enigmopora","darveliensis",NA,NA,NA,"Ditlev, 2003","Data Deficient","",3.1,"Decreasing","Global","Enigmopora darveliensis"
3490569,132913,"Acropora rudis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","rudis",NA,NA,NA,"(Rehberg, 1892)","Endangered","A4ce",3.1,"Decreasing","Global","Acropora rudis"
3490934,132914,"Acropora maryae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","maryae",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora squarrosa"
3492871,132918,"Pectinia pygmaeus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Pectinia","pygmaeus",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Unknown","Global","Pectinia pygmaea"
3493197,132919,"Acropora stoddarti","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","stoddarti",NA,NA,NA,"Pillai &amp; Scheer, 1976","Data Deficient","",3.1,"Decreasing","Global","Acropora stoddarti"
3493758,132920,"Echinopora ashmorensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","ashmorensis",NA,NA,NA,"Veron, 1990","Vulnerable","A4c",3.1,"Decreasing","Global","Echinopora ashmorensis"
3494120,132921,"Porites branneri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","branneri",NA,NA,NA,"Rathbun, 1887","Near Threatened","",3.1,"Stable","Global","Porites branneri"
3495703,132924,"Pachyseris gemmae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Pachyseris","gemmae",NA,NA,NA,"Nemenzo, 1955","Near Threatened","",3.1,"Unknown","Global","Pachyseris gemmae"
3496457,132926,"Madracis asanoi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Madracis","asanoi",NA,NA,NA,"Yabe &amp; Sugiyama, 1941","Data Deficient","",3.1,"Unknown","Global","Madracis asanoi"
3496754,132927,"Leptoseris striata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Leptoseris","striata",NA,NA,NA,"(Fenner &amp; Veron, 2000)","Near Threatened","",3.1,"Unknown","Global","Leptoseris striata"
3497113,132928,"Pectinia lactuca","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Pectinia","lactuca",NA,NA,NA,"(Pallas, 1766)","Vulnerable","A4cd",3.1,"Unknown","Global","Pectinia lactuca"
3497675,132929,"Acanthastrea subechinata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Acanthastrea","subechinata",NA,NA,NA,"Veron, 2002","Near Threatened","",3.1,"Unknown","Global","Acanthastrea subechinata"
3498147,132930,"Montipora gaimardi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","gaimardi",NA,NA,NA,"Bernard, 1897","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora gaimardi"
3498522,132931,"Acropora willisae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","willisae",NA,NA,NA,"Veron &amp; Wallace, 1984","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora willisae"
3499012,132932,"Montipora orientalis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","orientalis",NA,NA,NA,"Nemenzo, 1967","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora orientalis"
3499437,132933,"Acropora carduus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","carduus",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Acropora carduus"
3499896,132934,"Acropora tanegashimensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","tanegashimensis",NA,NA,NA,"Veron, 1990","Data Deficient","",3.1,"Unknown","Global","Acropora tanegashimensis"
3500180,132935,"Acropora plumosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","plumosa",NA,NA,NA,"Wallace &amp; Wolstenholme, 1998","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora plumosa"
3501291,132937,"Acropora spathulata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","spathulata",NA,NA,NA,"(Brook, 1891)","Least Concern","",3.1,"Unknown","Global","Acropora spathulata"
3501583,132938,"Porites evermanni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","evermanni",NA,NA,NA,"Vaughan, 1907","Data Deficient","",3.1,"Unknown","Global","Porites evermanni"
3502065,132939,"Heterocyathus sulcatus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","CARYOPHYLLIIDAE","Heterocyathus","sulcatus",NA,NA,NA,"Verrill, 1866","Least Concern","",3.1,"Unknown","Global","Heterocyathus sulcatus"
3503052,132941,"Indophyllia macassarensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Indophyllia","macassarensis",NA,NA,NA,"Best &amp; Hoeksema, 1987","Data Deficient","",3.1,"Unknown","Global","Cynarina macassarensis"
3503328,132942,"Montipora patula","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","patula",NA,NA,NA,"Verrill, 1864","Vulnerable","D2",3.1,"Decreasing","Global","Montipora patula"
3503629,132943,"Stylophora madagascarensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Stylophora","madagascarensis",NA,NA,NA,"Veron, 2002","Endangered","A4c",3.1,"Unknown","Global","Stylophora madagascarensis"
3503904,132944,"Montipora nodosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","nodosa",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Montipora nodosa"
3504491,132945,"Porites colonensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","colonensis",NA,NA,NA,"Zlatarski, 1990","Data Deficient","",3.1,"Unknown","Global","Porites colonensis"
3504801,132946,"Acropora lianae","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","lianae",NA,NA,NA,"Nemenzo, 1967","Data Deficient","",3.1,"Decreasing","Global","Acropora loripes"
3505161,132947,"Echinophyllia echinoporoides","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PECTINIIDAE","Echinophyllia","echinoporoides",NA,NA,NA,"Veron &amp; Pichon, 1979","Least Concern","",3.1,"Unknown","Global","Echinophyllia echinoporoides"
3506268,132949,"Goniopora pendulus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","pendulus",NA,NA,NA,"Veron, 1985","Least Concern","",3.1,"Unknown","Global","Goniopora pendulus"
3506667,132950,"Acropora macrostoma","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","macrostoma",NA,NA,NA,"(Brook, 1891)","Data Deficient","",3.1,"Decreasing","Global","Acropora tenuis"
3507057,132951,"Acropora rufus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","rufus",NA,NA,NA,"Veron, 2002","Data Deficient","",3.1,"Decreasing","Global","Acropora rufa"
3507379,132952,"Acropora variabilis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","variabilis",NA,NA,NA,"(Klunzinger, 1879)","Data Deficient","",3.1,"Decreasing","Global","Acropora valida"
3507854,132953,"Merulina scheeri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MERULINIDAE","Merulina","scheeri",NA,NA,NA,"Head, 1983","Least Concern","",3.1,"Unknown","Global","Merulina scheeri"
3508778,132955,"Goniopora pearsoni","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","pearsoni",NA,NA,NA,"Veron, 2002","Least Concern","",3.1,"Unknown","Global","Goniopora pearsoni"
3509603,132957,"Turbinaria bifrons","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","DENDROPHYLLIIDAE","Turbinaria","bifrons",NA,NA,NA,"Brüggemann, 1877","Vulnerable","A4c",3.1,"Unknown","Global","Turbinaria bifrons"
3510441,132959,"Porites desilveri","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Porites","desilveri",NA,NA,NA,"Veron, 2002","Endangered","A4ce",3.1,"Unknown","Global","Porites desilveri"
3511531,132961,"Oculina tenella","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Oculina","tenella",NA,NA,NA,"(De Pourtales, 1871)","Data Deficient","",3.1,"Unknown","Global","Oculina tenella"
3511799,132962,"Symphyllia erythraea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Symphyllia","erythraea",NA,NA,NA,"(Klunzinger, 1879)","Least Concern","",3.1,"Unknown","Global","Lobophyllia erythraea"
3512182,132963,"Manicina areolata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Manicina","areolata",NA,NA,NA,"(Linnaeus, 1758)","Least Concern","",3.1,"Stable","Global","Manicina areolata"
3512652,132964,"Fungia taiwanensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","taiwanensis",NA,NA,NA,"Hoeksema &amp; Dai, 1991","Vulnerable","A4c",3.1,"Unknown","Global","Pleuractis taiwanensis"
3513876,132967,"Euphyllia yaeyamaensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Euphyllia","yaeyamaensis",NA,NA,NA,"(Shirai, 1980)","Near Threatened","",3.1,"Unknown","Global","Fimbriaphyllia yaeyamensis"
3514322,132968,"Halomitra clavator","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Halomitra","clavator",NA,NA,NA,"Hoeksema, 1989","Vulnerable","A4c",3.1,"Unknown","Global","Halomitra clavator"
3515504,132970,"Agaricia lamarcki","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","AGARICIIDAE","Agaricia","lamarcki",NA,NA,NA,"Milne Edwards &amp; Haime, 1851","Vulnerable","A4ce",3.1,"Decreasing","Global","Agaricia lamarcki"
3515966,132971,"Acropora tumida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","tumida",NA,NA,NA,"(Verrill, 1866)","Data Deficient","",3.1,"Decreasing","Global","Acropora tumida"
3516341,132972,"Acropora paniculata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","paniculata",NA,NA,NA,"Verrill, 1902","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora paniculata"
3516876,132973,"Anacropora matthai","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Anacropora","matthai",NA,NA,NA,"Pillai, 1973","Vulnerable","A4c",3.1,"Decreasing","Global","Anacropora matthai"
3517278,132974,"Plerogyra discus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","EUPHYLLIDAE","Plerogyra","discus",NA,NA,NA,"Veron &amp; Fenner, 2000","Vulnerable","A4c",3.1,"Unknown","Global","Plerogyra discus"
3519010,132977,"Montipora stilosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","stilosa",NA,NA,NA,"(Ehrenberg, 1834)","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora stilosa"
3520070,132979,"Favites complanata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","complanata",NA,NA,NA,"(Ehrenberg, 1834)","Near Threatened","",3.1,"Decreasing","Global","Favites complanata"
3521498,132981,"Acropora hemprichii","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","hemprichii",NA,NA,NA,"(Ehrenberg, 1834)","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora hemprichii"
3521978,132982,"Montigyra kenti","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MEANDRINIDAE","Montigyra","kenti",NA,NA,NA,"Matthai, 1928","Data Deficient","",3.1,"Unknown","Global","Montigyra kenti"
3522855,132984,"Acropora derawanensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","derawanensis",NA,NA,NA,"Wallace, 1997","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora derawanensis"
3523207,132985,"Turbinaria radicalis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","DENDROPHYLLIIDAE","Turbinaria","radicalis",NA,NA,NA,"Bernard, 1896","Near Threatened","",3.1,"Unknown","Global","Turbinaria radicalis"
3524260,132987,"Echinopora gemmacea","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Echinopora","gemmacea",NA,NA,NA,"Lamarck, 1816","Least Concern","",3.1,"Decreasing","Global","Echinopora gemmacea"
3524962,132988,"Acropora longicyathus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","longicyathus",NA,NA,NA,"(Milne Edwards &amp; Haime, 1860)","Least Concern","",3.1,"Decreasing","Global","Acropora longicyathus"
3525568,132989,"Psammocora interstinctus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Psammocora","interstinctus",NA,NA,NA,"Claereboudt 2006","Data Deficient","",3.1,"Unknown","Global","Psammocora interstinctus"
3525960,132990,"Acropora multiacuta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","multiacuta",NA,NA,NA,"Nemenzo, 1967","Vulnerable","A4ce",3.1,"Decreasing","Global","Acropora multiacuta"
3526345,132991,"Coscinaraea crassa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","SIDERASTREIDAE","Coscinaraea","crassa",NA,NA,NA,"Veron &amp; Pichon, 1980","Near Threatened","",3.1,"Unknown","Global","Coscinaraea crassa"
3527470,132993,"Zoopilus echinatus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Zoopilus","echinatus",NA,NA,NA,"Dana, 1846","Least Concern","",3.1,"Unknown","Global","Zoopilus echinatus"
3527894,132994,"Favites vasta","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Favites","vasta",NA,NA,NA,"(Klunzinger, 1879)","Near Threatened","",3.1,"Decreasing","Global","Favites vasta"
3528386,132995,"Goniopora planulata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","PORITIDAE","Goniopora","planulata",NA,NA,NA,"Ehrenberg, 1834","Vulnerable","A4c",3.1,"Unknown","Global","Goniopora planulata"
3528886,132996,"Fungia seychellensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FUNGIIDAE","Fungia","seychellensis",NA,NA,NA,"Hoeksema, 1993","Vulnerable","A4c",3.1,"Unknown","Global","Pleuractis seychellensis"
3530477,132999,"Millepora nitida","ANIMALIA","CNIDARIA","MILLEPORINA","HYDROZOA","MILLEPORIDAE","Millepora","nitida",NA,NA,NA,"Verrill 1868","Data Deficient","",3.1,"Unknown","Global","Millepora nitida"
3530977,133060,"Goniastrea favulus","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Goniastrea","favulus",NA,NA,NA,"(Dana, 1846)","Near Threatened","",3.1,"Decreasing","Global","Goniastrea favulus"
3531954,133062,"Mycetophyllia lamarckiana","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","MUSSIDAE","Mycetophyllia","lamarckiana",NA,NA,NA,"Milne Edwards &amp; Haime, 1848","Least Concern","",3.1,"Unknown","Global","Mycetophyllia lamarckana"
3532888,133061,"Acropora tizardi","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","tizardi",NA,NA,NA,"(Brook, 1892)","Data Deficient","",3.1,"Decreasing","Global","Acropora cerealis"
3533248,133002,"Seriatopora stellata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","POCILLOPORIDAE","Seriatopora","stellata",NA,NA,NA,"Quelch, 1886","Near Threatened","",3.1,"Stable","Global","Seriatopora stellata"
3534237,133003,"Leptastrea bewickensis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","FAVIIDAE","Leptastrea","bewickensis",NA,NA,NA,"Veron &amp; Pichon, 1977","Near Threatened","",3.1,"Decreasing","Global","Leptastrea bewickensis"
3534713,133064,"Montipora florida","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Montipora","florida",NA,NA,NA,"Nemenzo, 1967","Vulnerable","A4c",3.1,"Decreasing","Global","Montipora florida"
3535063,133004,"Simplastrea vesicularis","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","OCULINIDAE","Simplastrea","vesicularis",NA,NA,NA,"Umbgrove, 1939","Data Deficient","",3.1,"Unknown","Global","Simplastrea vesicularis"
3535393,133075,"Palauastrea ramosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ASTROCOENIIDAE","Palauastrea","ramosa",NA,NA,NA,"Yabe &amp; Sugiyama, 1941","Near Threatened","",3.1,"Unknown","Global","Palauastrea ramosa"
3535813,133005,"Anacropora spumosa","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Anacropora","spumosa",NA,NA,NA,"Veron Turak &amp; DeVantier, 2000","Data Deficient","",3.1,"Decreasing","Global","Anacropora spumosa"
3536699,133006,"Acropora palmata","ANIMALIA","CNIDARIA","SCLERACTINIA","ANTHOZOA","ACROPORIDAE","Acropora","palmata",NA,NA,NA,"(Lamarck, 1816)","Critically Endangered","A2ace",3.1,"Stable","Global","Acropora palmata"
