assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
3633935,133211,Porites negrosensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,negrosensis,,,,"Veron, 1990",Near Threatened,,3.1,Unknown,Global
3634319,133212,Oculina diffusa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,OCULINIDAE,Oculina,diffusa,,,,"(Lamarck, 1816)",Least Concern,,3.1,Stable,Global
3634799,133213,Lithophyllon undulatum,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Lithophyllon,undulatum,,,,"Rehberg, 1892",Near Threatened,,3.1,Unknown,Global
3637026,133217,Meandrina danae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MEANDRINIDAE,Meandrina,danae,,,,"Milen-Edwards &amp; Haime, 1948",Least Concern,,3.1,Stable,Global
3637495,133218,Pachyseris foliosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,AGARICIIDAE,Pachyseris,foliosa,,,,"Veron, 1990",Least Concern,,3.1,Unknown,Global
3637817,133219,Nemenzophyllia turbida,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,EUPHYLLIDAE,Nemenzophyllia,turbida,,,,"Hodgson &amp; Ross, 1981",Vulnerable,A4cd,3.1,Unknown,Global
3638772,133221,Stylocoeniella muscosus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ASTROCOENIIDAE,Stylocoeniella,muscosus,,,,"Claereboudt, 2006",Data Deficient,,3.1,Unknown,Global
3639848,133223,Acropora donei,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,donei,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4ce,3.1,Decreasing,Global
3640365,133224,Meandrina meandrites,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MEANDRINIDAE,Meandrina,meandrites,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
3640833,133225,Euphyllia divisa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,EUPHYLLIDAE,Euphyllia,divisa,,,,"Veron &amp; Pichon, 1980",Near Threatened,,3.1,Unknown,Global
3641250,133226,Lobophyllia serratus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MUSSIDAE,Lobophyllia,serratus,,,,"Veron, 2002",Endangered,A4c,3.1,Unknown,Global
3641605,133227,Astreopora expansa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,expansa,,,,"Brüggemann, 1877",Near Threatened,,3.1,Decreasing,Global
3642202,133228,Euphyllia paraglabrescens,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,EUPHYLLIDAE,Euphyllia,paraglabrescens,,,,"Veron, 1990",Vulnerable,A4c,3.1,Unknown,Global
3642551,133229,Montipora flabellata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,flabellata,,,,"Studer, 1901",Vulnerable,D2,3.1,Decreasing,Global
3644307,133232,Goniopora palmensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Goniopora,palmensis,,,,"Veron &amp; Pichon, 1982",Least Concern,,3.1,Unknown,Global
3644721,133233,Acropora kimbeensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,kimbeensis,,,,"Wallace, 1999",Vulnerable,A4cde,3.1,Decreasing,Global
3645116,133234,Stylophora danae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,POCILLOPORIDAE,Stylophora,danae,,,,"Milne Edwards &amp; Haime, 1850",Least Concern,,3.1,Stable,Global
3645445,133235,Turbinaria heronensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,DENDROPHYLLIIDAE,Turbinaria,heronensis,,,,"Wells, 1958",Vulnerable,A4c,3.1,Unknown,Global
3646174,133237,Montastraea cavernosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Montastraea,cavernosa,,,,"(Linnaeus, 1766)",Least Concern,,3.1,Stable,Global
3646741,133238,Montipora hispida,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,hispida,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3648998,133241,Pectinia crassa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PECTINIIDAE,Pectinia,crassa,,,,"Ditlev, 2003",Data Deficient,,3.1,Unknown,Global
3649963,133243,Echinopora pacificus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,pacificus,,,,"Veron, 1990",Near Threatened,,3.1,Decreasing,Global
3651115,133245,Montipora spongodes,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,spongodes,,,,"Bernard, 1897",Least Concern,,3.1,Decreasing,Global
3652463,133247,Acropora pharaonis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,pharaonis,,,,"(Milne Edwards &amp; Haime, 1860)",Vulnerable,A4ce,3.1,Decreasing,Global
3653628,133249,Porites mayeri,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,mayeri,,,,"Vaughan, 1918",Least Concern,,3.1,Unknown,Global
3655027,133251,Stylophora wellsi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,POCILLOPORIDAE,Stylophora,wellsi,,,,"Scheer, 1964",Near Threatened,,3.1,Unknown,Global
3655366,133252,Acropora tortuosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,tortuosa,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3655785,133253,Blastomussa wellsi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MUSSIDAE,Blastomussa,wellsi,,,,"Wijsmann-Best, 1973",Near Threatened,,3.1,Unknown,Global
3656302,133254,Acropora suharsonoi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,suharsonoi,,,,"Wallace, 1994",Endangered,A4ce,3.1,Decreasing,Global
3656604,133255,Agaricia humilis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,AGARICIIDAE,Agaricia,humilis,,,,"Verrill, 1901",Least Concern,,3.1,Stable,Global
3657726,133257,Diploria labyrinthiformis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Diploria,labyrinthiformis,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
3658855,133259,Montipora stellata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,stellata,,,,"Bernard, 1897",Least Concern,,3.1,Decreasing,Global
3659374,133260,Trachyphyllia geoffroyi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,TRACHYPHYLLIIDAE,Trachyphyllia,geoffroyi,,,,Audouin 1826,Near Threatened,,3.1,Decreasing,Global
3659948,133261,Pavona danai,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,AGARICIIDAE,Pavona,danai,,,,"Milne Edwards &amp; Haime, 1860",Vulnerable,A4c,3.1,Unknown,Global
3660889,133263,Montastrea serageldini,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Montastrea,serageldini,,,,"Veron, 2002",Vulnerable,A4c,3.1,Decreasing,Global
3661261,133264,Acropora cardenae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,cardenae,,,,"Wells, 1985",Data Deficient,,3.1,Unknown,Global
3661581,133265,Acropora orbicularis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,orbicularis,,,,"Brook, 1892",Data Deficient,,3.1,Decreasing,Global
3661951,133266,Acropora nobilis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,nobilis,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3663229,133268,Micromussa diminuta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MUSSIDAE,Micromussa,diminuta,,,,"Veron, 2002",Data Deficient,,3.1,Unknown,Global
3663591,133269,Heliofungia actiniformis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Heliofungia,actiniformis,,,,"Quoy &amp; Gaimard, 1833",Vulnerable,A4cd,3.1,Unknown,Global
3664020,133270,Porites myrmidonensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,myrmidonensis,,,,"Veron, 1985",Least Concern,,3.1,Unknown,Global
3664344,133271,Acropora sarmentosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,sarmentosa,,,,"(Brook, 1892)",Least Concern,,3.1,Decreasing,Global
3665366,133273,Acropora inermis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,inermis,,,,"(Brook, 1891)",Data Deficient,,3.1,Decreasing,Global
3665886,133274,Acropora sekiseiensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,sekiseiensis,,,,"Veron, 1990",Data Deficient,,3.1,Decreasing,Global
3666266,133275,Psammocora decussata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,SIDERASTREIDAE,Psammocora,decussata,,,,Yabe and Sugiyama 1937,Data Deficient,,3.1,Unknown,Global
3666546,133276,Millepora latifolia,ANIMALIA,CNIDARIA,MILLEPORINA,HYDROZOA,MILLEPORIDAE,Millepora,latifolia,,,,Boschma 1948,Vulnerable,A4c,3.1,Decreasing,Global
3667540,133278,Leptastrea pruinosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Leptastrea,pruinosa,,,,"Crossland, 1952",Least Concern,,3.1,Decreasing,Global
3668188,133279,Acropora parilis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,parilis,,,,"(Quelch, 1886)",Data Deficient,,3.1,Decreasing,Global
3668602,133280,Acropora navini,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,navini,,,,"Veron, 2002",Data Deficient,,3.1,Decreasing,Global
3668897,133281,Madracis formosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ASTROCOENIIDAE,Madracis,formosa,,,,"Wells, 1973",Least Concern,,3.1,Stable,Global
3669355,133282,Montipora kellyi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,kellyi,,,,"Veron, 2002",Data Deficient,,3.1,Decreasing,Global
3669637,133283,Acropora batunai,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,batunai,,,,"Wallace, 1997",Vulnerable,A4ce,3.1,Decreasing,Global
3670775,133285,Montipora palawanensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,palawanensis,,,,"Veron, 2002",Near Threatened,,3.1,Decreasing,Global
3671148,133286,Porites excavata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,excavata,,,,"Claereboudt, 2006",Data Deficient,,3.1,Unknown,Global
3671439,133287,Caulastrea connata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Caulastrea,connata,,,,"(Ortmann, 1892)",Vulnerable,A4c,3.1,Decreasing,Global
3671856,133288,Agaricia grahamae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,AGARICIIDAE,Agaricia,grahamae,,,,"Wells, 1973",Least Concern,,3.1,Unknown,Global
3675348,133294,Acropora lokani,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,lokani,,,,"Wallace, 1994",Vulnerable,A4ce,3.1,Decreasing,Global
3675736,133295,Mycedium umbra,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PECTINIIDAE,Mycedium,umbra,,,,"Veron, 2002",Least Concern,,3.1,Unknown,Global
3676106,133296,Porites tuberculosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,tuberculosa,,,,"Veron, 2002",Vulnerable,A4cde,3.1,Unknown,Global
3676481,133297,Goniopora savignyi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Goniopora,savignyi,,,,"Dana, 1846",Least Concern,,3.1,Unknown,Global
3676822,133298,Montipora turgescens,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,turgescens,,,,"Bernard, 1897",Least Concern,,3.1,Decreasing,Global
3678127,133300,Millepora boschmai,ANIMALIA,CNIDARIA,MILLEPORINA,HYDROZOA,MILLEPORIDAE,Millepora,boschmai,,,,De Weerdt and Glynn 1991,Critically Endangered,A2ac,3.1,Unknown,Global
3678479,133301,Porites ornata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,ornata,,,,"Nemenzo, 1971",Endangered,A4cde,3.1,Unknown,Global
3680892,133306,Astreopora macrostoma,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Astreopora,macrostoma,,,,"Veron &amp; Wallace, 1984",Near Threatened,,3.1,Decreasing,Global
3681329,133307,Favia rotundata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favia,rotundata,,,,"Veron Pichon &amp; Wijsman-Best, 1972",Near Threatened,,3.1,Decreasing,Global
3682485,133309,Pocillopora inflata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,POCILLOPORIDAE,Pocillopora,inflata,,,,"Glynn, 1999",Vulnerable,A4ce,3.1,Unknown,Global
3682860,133310,Leptoria irregularis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Leptoria,irregularis,,,,"Veron, 1990",Vulnerable,A4c,3.1,Decreasing,Global
3683336,133311,Acropora halmaherae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,halmaherae,,,,"Wallace &amp; Wolstenholme, 1998",Data Deficient,,3.1,Decreasing,Global
3683643,133312,Acropora fastigata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,fastigata,,,,"Nemenzo, 1967",Data Deficient,,3.1,Decreasing,Global
3684008,133313,Acropora cytherea,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,cytherea,,,,"(Dana, 1846)",Least Concern,,3.1,Decreasing,Global
3685993,133316,Mycedium robokaki,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PECTINIIDAE,Mycedium,robokaki,,,,"Moll &amp; Best, 1984",Least Concern,,3.1,Unknown,Global
3686349,133317,Lithophyllon mokai,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Lithophyllon,mokai,,,,"Hoeksema, 1989",Least Concern,,3.1,Unknown,Global
3686803,133318,Acropora torihalimeda,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,torihalimeda,,,,"Wallace, 1994",Data Deficient,,3.1,Decreasing,Global
3687166,133319,Acropora horrida,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,horrida,,,,"(Dana, 1846)",Vulnerable,A4cde,3.1,Decreasing,Global
3688042,133320,Acropora solitaryensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,solitaryensis,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4ce,3.1,Decreasing,Global
3688541,133321,Cyphastrea ocellina,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Cyphastrea,ocellina,,,,"(Dana, 1864)",Vulnerable,A4c,3.1,Decreasing,Global
3689003,133322,Acropora dendrum,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,dendrum,,,,"(Bassett-Smith, 1890)",Vulnerable,A4ce,3.1,Decreasing,Global
3689502,133323,Coscinaraea monile,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,SIDERASTREIDAE,Coscinaraea,monile,,,,"Foskål, 1775",Least Concern,,3.1,Unknown,Global
3692262,133328,Psammocora verrilli,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,SIDERASTREIDAE,Psammocora,verrilli,,,,Vaughan 1907,Data Deficient,,3.1,Unknown,Global
3694756,133333,Oulophyllia bennettae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Oulophyllia,bennettae,,,,"(Veron &amp; Pichon, 1977)",Near Threatened,,3.1,Decreasing,Global
3695325,133334,Acropora branchi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,branchi,,,,"Riegl, 1995",Data Deficient,,3.1,Decreasing,Global
3695673,133335,Mycedium steeni,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PECTINIIDAE,Mycedium,steeni,,,,"Veron, 2002",Vulnerable,A4c,3.1,Unknown,Global
3696019,133336,Echinopora tiranensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,tiranensis,,,,"Veron Turak &amp; DeVantier, 2000",Data Deficient,,3.1,Decreasing,Global
3697011,133338,Acropora speciosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,speciosa,,,,"(Quelch, 1886)",Vulnerable,A4ce,3.1,Decreasing,Global
3697468,133339,Alveopora ocellata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Alveopora,ocellata,,,,"Wells, 1954",Data Deficient,,3.1,Unknown,Global
3697941,133340,Symphyllia wilsoni,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MUSSIDAE,Symphyllia,wilsoni,,,,"Veron, 1985",Least Concern,,3.1,Unknown,Global
3698245,133341,Anacropora forbesi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Anacropora,forbesi,,,,"Ridley, 1884",Least Concern,,3.1,Decreasing,Global
3698789,133342,Montipora cryptus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,cryptus,,,,"Veron, 2002",Near Threatened,,3.1,Decreasing,Global
3699841,133344,Podabacia sinai,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Podabacia,sinai,,,,"Veron, 2002",Data Deficient,,3.1,Unknown,Global
3700901,133346,Psammocora albopicta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,SIDERASTREIDAE,Psammocora,albopicta,,,,"Benzoni, 2007",Data Deficient,,3.1,Unknown,Global
3701273,133347,Plerogyra diabolotus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,EUPHYLLIDAE,Plerogyra,diabolotus,,,,"Ditlev, 2003",Data Deficient,,3.1,Unknown,Global
3701559,133348,Acropora variolosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,variolosa,,,,"(Klunzinger, 1879)",Least Concern,,3.1,Decreasing,Global
3701925,133349,Porites compressa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,compressa,,,,"Dana, 1846",Least Concern,,3.1,Unknown,Global
3702298,133350,Acropora ridzwani,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,ridzwani,,,,"Ditlev, 2003",Data Deficient,,3.1,Decreasing,Global
3703303,133352,Acropora gomezi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,gomezi,,,,"Veron, 2002",Data Deficient,,3.1,Decreasing,Global
3704161,133354,Galaxea astreata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,OCULINIDAE,Galaxea,astreata,,,,"(Lamarck, 1816)",Vulnerable,A4cd,3.1,Unknown,Global
3704805,133355,Acropora scherzeriana,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,scherzeriana,,,,"(Brüggemann, 1877)",Data Deficient,,3.1,Decreasing,Global
3705165,133356,Mycetophyllia ferox,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MUSSIDAE,Mycetophyllia,ferox,,,,"Wells, 1973",Vulnerable,A4ce,3.1,Unknown,Global
3706472,133359,Acropora microclados,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,microclados,,,,"(Ehrenberg, 1834)",Vulnerable,A4ce,3.1,Decreasing,Global
3707592,133361,Montipora setosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,setosa,,,,"Nemenzo, 1976",Endangered,A4c,3.1,Decreasing,Global
3707937,133362,Millepora braziliensis,ANIMALIA,CNIDARIA,MILLEPORINA,HYDROZOA,MILLEPORIDAE,Millepora,braziliensis,,,,Verrill 1868,Data Deficient,,3.1,Unknown,Global
3708237,133363,Mycedium spina,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PECTINIIDAE,Mycedium,spina,,,,"Ditlev, 2003",Data Deficient,,3.1,Unknown,Global
3709692,133366,Acanthastrea lordhowensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MUSSIDAE,Acanthastrea,lordhowensis,,,,"Veron &amp; Pichon, 1982",Near Threatened,,3.1,Unknown,Global
3710227,133367,Montipora confusa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,confusa,,,,"Nemenzo, 1967",Near Threatened,,3.1,Decreasing,Global
3710621,133368,Goniopora albiconus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Goniopora,albiconus,,,,"Veron, 2002",Vulnerable,A4c,3.1,Unknown,Global
3711056,133369,Echinopora robusta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Echinopora,robusta,,,,"Veron, 2002",Vulnerable,A4c,3.1,Decreasing,Global
3711391,133370,Porites profundus,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,profundus,,,,"Rehberg, 1892",Least Concern,,3.1,Unknown,Global
3711800,133371,Fungia distorta,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Fungia,distorta,,,,"Michelin, 1842",Least Concern,,3.1,Stable,Global
3712056,133372,Polyphyllia novaehiberniae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Polyphyllia,novaehiberniae,,,,"(Lesson, 1831)",Near Threatened,,3.1,Unknown,Global
3712432,133373,Montastraea faveolata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Montastraea,faveolata,,,,"(Ellis &amp; Solander, 1786)",Endangered,A2ace,3.1,Decreasing,Global
3712904,133374,Montastrea multipunctata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Montastrea,multipunctata,,,,"Hodgson, 1985",Vulnerable,A4c,3.1,Decreasing,Global
3713346,133375,Montipora corbettensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Montipora,corbettensis,,,,"Veron &amp; Wallace, 1984",Vulnerable,A4c,3.1,Decreasing,Global
3714388,133377,Diploria clivosa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Diploria,clivosa,,,,"(Ellis &amp; Solander, 1786)",Least Concern,,3.1,Stable,Global
3715556,133379,Acropora convexa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,convexa,,,,"(Dana, 1846)",Data Deficient,,3.1,Unknown,Global
3716457,133381,Acropora cervicornis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,cervicornis,,,,"(Lamarck, 1816)",Critically Endangered,A2ace,3.1,Stable,Global
3718094,133384,Cantharellus noumeae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Cantharellus,noumeae,,,,"Hoeksema &amp; Best, 1984",Endangered,B2ab(iii),3.1,Unknown,Global
3718418,133385,Acropora parahemprichii,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,parahemprichii,,,,"Veron, 2002",Data Deficient,,3.1,Decreasing,Global
3720000,133389,Siderastrea siderea,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,SIDERASTREIDAE,Siderastrea,siderea,,,,Ellis and Solander 1786,Least Concern,,3.1,Stable,Global
3721140,133391,Goniopora burgosi,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Goniopora,burgosi,,,,"Nemenzo, 1955",Vulnerable,A4c,3.1,Unknown,Global
3721615,133392,Favia laxa,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FAVIIDAE,Favia,laxa,,,,"(Klunzinger, 1879)",Near Threatened,,3.1,Decreasing,Global
3722644,133394,Acropora loisetteae,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,loisetteae,,,,"Wallace, 1994",Vulnerable,A4ce,3.1,Decreasing,Global
3723011,133395,Porites porites,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,porites,,,,"Pallas, 1766",Least Concern,,3.1,Stable,Global
3723571,133396,Acropora desalwii,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,desalwii,,,,"Wallace, 1994",Vulnerable,A4ce,3.1,Decreasing,Global
3723930,133397,Fungia somervillei,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,FUNGIIDAE,Fungia,somervillei,,,,"Gardiner, 1909",Least Concern,,3.1,Unknown,Global
3725125,133399,Porites okinawensis,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,PORITIDAE,Porites,okinawensis,,,,"Veron, 1990",Vulnerable,A4ce,3.1,Unknown,Global
3725706,133400,Eusmilia fastigiata,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,MEANDRINIDAE,Eusmilia,fastigiata,,,,"(Pallas, 1766)",Least Concern,,3.1,Stable,Global
3726166,133401,Acropora hoeksemai,ANIMALIA,CNIDARIA,SCLERACTINIA,ANTHOZOA,ACROPORIDAE,Acropora,hoeksemai,,,,"Wallace, 1997",Vulnerable,A4ce,3.1,Decreasing,Global
